

Цикл № 1
Шаг  № 1
Точек  640
Линейная потенцио. развертка , Скорость развертки 5,0001 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.124600               -0.584750                 -27.814000
0.249300               0.233900                 -22.263000
0.373900               0.701700                 -18.997000
0.498500               1.403400                 -16.712000
0.623200               2.456000                 -14.852000
0.747800               2.806800                 -13.664000
0.872400               3.274600                 -12.787000
0.997100               4.093300                 -11.954000
1.121700               4.678000                 -11.284000
1.246300               5.379700                 -10.666000
1.371000               5.964500                 -10.020000
1.495600               6.549200                 -9.459700
1.620200               7.133900                 -9.044200
1.744900               7.601800                 -8.769900
1.869500               8.537300                 -8.571800
1.994100               9.122100                 -8.307300
2.118800               9.823800                 -7.946900
2.243400               10.292000                 -7.610900
2.368000               10.993000                 -7.351200
2.492700               11.578000                 -7.172700
2.617300               12.163000                 -7.042800
2.741900               12.864000                 -6.901600
2.866600               13.449000                 -6.848100
2.991200               14.034000                 -7.226300
3.115800               14.619000                 -8.110900
3.240500               14.151000                 -8.852700
3.365100               14.736000                 -9.034400
3.489700               15.320000                 -8.825100
3.614400               16.490000                 -8.573500
3.739000               17.075000                 -8.224500
3.863600               17.776000                 -7.786200
3.988200               18.361000                 -7.390200
4.112900               18.946000                 -7.068800
4.237500               19.531000                 -6.786400
4.362100               20.115000                 -6.526700
4.486800               20.817000                 -6.288100
4.611400               21.402000                 -6.077100
4.736000               21.987000                 -5.926100
4.860700               22.571000                 -5.817400
4.985300               23.273000                 -5.711900
5.109900               23.858000                 -5.616100
5.234600               24.443000                 -5.497600
5.359200               25.027000                 -5.338500
5.483800               25.612000                 -5.181100
5.608500               26.314000                 -5.061000
5.733100               26.898000                 -4.983100
5.857700               27.600000                 -4.916500
5.982400               28.185000                 -4.866200
6.107000               28.770000                 -4.817500
6.231600               29.354000                 -4.760700
6.356300               29.939000                 -4.689300
6.480900               30.524000                 -4.613000
6.605500               31.226000                 -4.565900
6.730200               31.810000                 -4.528600
6.854800               32.395000                 -4.502600
6.979400               32.980000                 -4.476600
7.104100               33.565000                 -4.455500
7.228700               34.383000                 -4.447400
7.353300               34.851000                 -4.437700
7.478000               35.436000                 -4.411700
7.602600               36.021000                 -4.387400
7.727200               36.722000                 -4.359800
7.851900               37.658000                 -4.325700
7.976500               38.126000                 -4.278600
8.101100               38.711000                 -4.228300
8.225800               39.412000                 -4.189300
8.350400               39.997000                 -4.181200
8.475000               40.699000                 -4.207200
8.599700               41.283000                 -4.216900
8.724300               42.102000                 -4.195800
8.848900               42.687000                 -4.181200
8.973600               43.388000                 -4.160100
9.098200               43.973000                 -4.145500
9.222800               44.558000                 -4.215300
9.347500               45.143000                 -4.351700
9.472100               45.727000                 -4.444200
9.596700               46.312000                 -4.475000
9.721400               47.014000                 -4.470200
9.846000               47.599000                 -4.479900
9.970600               48.183000                 -4.522100
10.095300               48.768000                 -4.552900
10.219900               49.353000                 -4.520500
10.344500               50.055000                 -4.436100
10.469200               50.639000                 -4.330600
10.593800               51.224000                 -4.218600
10.718400               51.926000                 -4.142300
10.843100               52.511000                 -4.104900
10.967700               53.095000                 -4.092000
