

Цикл № 1
Шаг  № 1
Точек  643
Линейная потенцио. развертка , Скорость развертки 5,0001 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.124600               -0.350850                 -30.986000
0.249300               -0.935600                 -25.060000
0.373900               -1.403400                 -21.390000
0.498500               -2.339000                 -18.929000
0.623200               -2.923800                 -17.184000
0.747800               -3.274600                 -15.743000
0.872400               -4.210200                 -14.443000
0.997100               -4.678000                 -13.402000
1.121700               -5.379700                 -12.568000
1.246300               -6.081400                 -11.933000
1.371000               -6.666200                 -11.474000
1.495600               -7.250900                 -11.037000
1.620200               -7.952600                 -10.675000
1.744900               -8.537300                 -10.372000
1.869500               -9.122100                 -10.086000
1.994100               -9.823800                 -9.818400
2.118800               -10.643000                 -9.527900
2.243400               -11.461000                 -9.230800
2.368000               -12.163000                 -8.899700
2.492700               -13.098000                 -8.539400
2.617300               -13.800000                 -8.221200
2.741900               -14.619000                 -8.013500
2.866600               -15.671000                 -7.862500
2.991200               -16.373000                 -7.735900
3.115800               -16.958000                 -7.607700
3.240500               -17.659000                 -7.482700
3.365100               -18.244000                 -7.365900
3.489700               -18.712000                 -7.240900
3.614400               -18.946000                 -7.054200
3.739000               -19.531000                 -6.825300
3.863600               -19.998000                 -6.632200
3.988200               -20.583000                 -6.491000
4.112900               -21.168000                 -6.370900
4.237500               -21.753000                 -6.263700
4.362100               -22.221000                 -6.237800
4.486800               -22.922000                 -6.305900
4.611400               -23.507000                 -6.349800
4.736000               -24.209000                 -6.241000
4.860700               -24.676000                 -6.187400
4.985300               -25.495000                 -6.228000
5.109900               -25.963000                 -6.072200
5.234600               -26.665000                 -5.851400
5.359200               -27.366000                 -5.750800
5.483800               -27.951000                 -5.893700
5.608500               -28.419000                 -6.211800
5.733100               -29.004000                 -6.424400
5.857700               -29.705000                 -6.614300
5.982400               -30.407000                 -7.010400
6.107000               -30.875000                 -7.666100
6.231600               -31.576000                 -8.752000
6.356300               -32.161000                 -9.657700
6.480900               -32.863000                 -9.764900
6.605500               -33.448000                 -9.428900
6.730200               -34.032000                 -8.984100
6.854800               -34.617000                 -8.711400
6.979400               -35.202000                 -8.524800
7.104100               -35.787000                 -8.284500
7.228700               -36.488000                 -8.036200
7.353300               -37.073000                 -7.851200
7.478000               -37.658000                 -7.703500
7.602600               -38.243000                 -7.515200
7.727200               -38.944000                 -7.274900
7.851900               -39.529000                 -7.012000
7.976500               -40.114000                 -6.771800
8.101100               -40.699000                 -6.570500
8.225800               -41.517000                 -6.456900
8.350400               -41.985000                 -6.447100
8.475000               -42.570000                 -6.573800
8.599700               -43.388000                 -6.687400
8.724300               -43.739000                 -6.716600
8.848900               -44.441000                 -6.697100
8.973600               -45.377000                 -6.633800
9.098200               -45.727000                 -6.507200
9.222800               -46.195000                 -6.353000
9.347500               -46.897000                 -6.200400
9.472100               -47.716000                 -6.103000
9.596700               -48.183000                 -6.116000
9.721400               -49.002000                 -6.150100
9.846000               -49.587000                 -6.059200
9.970600               -50.288000                 -5.833600
10.095300               -50.990000                 -5.578800
10.219900               -51.458000                 -5.439200
10.344500               -52.043000                 -5.450500
10.469200               -52.745000                 -5.455400
10.593800               -53.329000                 -5.447300
10.718400               -53.914000                 -5.434300
10.843100               -54.499000                 -5.419700
10.967700               -55.200000                 -5.390500
11.092300               -55.785000                 -5.379100
11.217000               -56.370000                 -5.369400
11.341600               -57.072000                 -5.390500
11.466200               -57.656000                 -5.538200
11.590800               -58.241000                 -5.832000
11.715500               -58.826000                 -6.096500
11.840100               -59.411000                 -6.185800
11.964700               -60.112000                 -6.205300
12.089400               -60.697000                 -6.254000
12.214000               -61.282000                 -6.302700
12.338600               -61.867000                 -6.330300
12.463300               -62.451000                 -6.315700
12.587900               -63.153000                 -6.216700
12.712500               -63.738000                 -6.114400
12.837200               -64.323000                 -6.028400
12.961800               -64.907000                 -5.992700
13.086400               -65.609000                 -5.971600
13.211100               -66.194000                 -5.971600
13.335700               -66.778000                 -5.961800
13.460300               -67.363000                 -5.893700
13.585000               -67.948000                 -5.780000
13.709600               -68.650000                 -5.648600
13.834200               -69.234000                 -5.505700
13.958900               -69.819000                 -5.354800
14.083500               -70.404000                 -5.211900
14.208100               -71.106000                 -5.099900
14.332800               -71.690000                 -5.025300
14.457400               -72.275000                 -5.002500
14.582000               -72.860000                 -5.168100
14.706700               -73.561000                 -5.539800
14.831300               -74.263000                 -5.758900
14.955900               -74.965000                 -5.814100
15.080600               -75.316000                 -5.856300
15.205200               -75.900000                 -5.885500
15.329800               -76.602000                 -5.869300
15.454500               -77.538000                 -5.802700
15.579100               -78.006000                 -5.710200
15.703700               -78.824000                 -5.577100
15.828400               -79.409000                 -5.452100
15.953000               -80.111000                 -5.351500
16.077600               -80.695000                 -5.273600
16.202300               -81.280000                 -5.208700
16.326900               -81.865000                 -5.143800
16.451500               -82.567000                 -5.078800
16.576200               -83.151000                 -5.022000
16.700800               -83.736000                 -4.962000
16.825400               -84.321000                 -4.911600
16.950100               -84.906000                 -4.884100
17.074700               -85.490000                 -4.861300
17.199300               -86.192000                 -4.845100
17.324000               -86.777000                 -4.820800
17.448600               -87.362000                 -4.752600
17.573200               -88.063000                 -4.682800
17.697900               -88.648000                 -4.739600
17.822500               -89.233000                 -4.859700
17.947100               -89.818000                 -4.924600
18.071800               -90.402000                 -4.897000
18.196400               -91.104000                 -4.828900
18.321000               -91.689000                 -4.851600
18.445700               -92.274000                 -5.028500
18.570300               -92.858000                 -5.197300
18.694900               -93.443000                 -5.260600
18.819500               -94.028000                 -5.257400
18.944200               -94.730000                 -5.236300
19.068800               -95.314000                 -5.315800
19.193400               -96.016000                 -5.567400
19.318100               -96.601000                 -5.958600
19.442700               -97.186000                 -6.403300
19.567300               -97.770000                 -6.711700
19.692000               -98.472000                 -6.783100
19.816600               -99.057000                 -6.620800
19.941200               -99.525000                 -6.348100
20.065900               -100.340000                 -6.096500
20.190500               -101.050000                 -5.896900
20.315100               -101.630000                 -5.689100
20.439800               -102.450000                 -5.479800
20.564400               -102.800000                 -5.246000
20.689000               -103.620000                 -5.025300
20.813700               -104.200000                 -4.848300
20.938300               -104.900000                 -4.721700
21.062900               -105.490000                 -4.622700
21.187600               -106.190000                 -4.538300
21.312200               -106.780000                 -4.452300
21.436800               -107.360000                 -4.385700
21.561500               -107.940000                 -4.343500
21.686100               -108.650000                 -4.328900
21.810700               -109.230000                 -4.307800
21.935400               -109.820000                 -4.303000
22.060000               -110.400000                 -4.301300
22.184600               -111.100000                 -4.288400
22.309300               -111.570000                 -4.288400
22.433900               -112.270000                 -4.307800
22.558500               -112.860000                 -4.338700
22.683200               -113.440000                 -4.406900
22.807800               -114.140000                 -4.473400
22.932400               -114.730000                 -4.502600
23.057100               -115.310000                 -4.497700
23.181700               -115.900000                 -4.489600
23.306300               -116.600000                 -4.462000
23.431000               -117.180000                 -4.390600
23.555600               -117.770000                 -4.288400
23.680200               -118.350000                 -4.197500
23.804900               -119.060000                 -4.139000
23.929500               -119.640000                 -4.132500
24.054100               -120.220000                 -4.178000
24.178800               -120.810000                 -4.270500
24.303400               -121.390000                 -4.392200
24.428000               -121.980000                 -4.489600
24.552700               -122.680000                 -4.538300
24.677300               -123.270000                 -4.552900
24.801900               -123.970000                 -4.528600
24.926600               -124.440000                 -4.463700
25.051200               -125.140000                 -4.380900
25.175800               -125.840000                 -4.285100
25.300500               -126.420000                 -4.174700
25.425100               -127.120000                 -4.077400
25.549700               -127.590000                 -3.981600
25.674400               -128.650000                 -3.905300
25.799000               -129.000000                 -3.868000
25.923600               -129.580000                 -3.879300
26.048300               -130.160000                 -3.918300
26.172900               -130.980000                 -3.936100
26.297500               -131.570000                 -3.941000
26.422100               -132.150000                 -3.962100
26.546800               -132.850000                 -4.012400
26.671400               -133.440000                 -4.083800
26.796000               -134.030000                 -4.122800
26.920700               -134.730000                 -4.101700
27.045300               -135.310000                 -4.056300
27.169900               -135.900000                 -4.040000
27.294600               -136.480000                 -4.033500
27.419200               -137.060000                 -3.999400
27.543800               -137.770000                 -3.952400
27.668500               -138.350000                 -4.020500
27.793100               -138.940000                 -4.278600
27.917700               -139.520000                 -4.687600
28.042400               -140.220000                 -4.862900
28.167000               -140.810000                 -4.702300
28.291600               -141.390000                 -4.502600
