

Цикл № 1
Шаг  № 1
Точек  643
Линейная потенцио. развертка , Скорость развертки 5,0001 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.124600               -0.467800                 -25.459000
0.249300               -1.169500                 -20.387000
0.373900               -1.754300                 -17.321000
0.498500               -2.456000                 -15.212000
0.623200               -3.040700                 -13.639000
0.747800               -3.625400                 -12.380000
0.872400               -4.327100                 -11.382000
0.997100               -4.911900                 -10.601000
1.121700               -5.496600                 -9.936900
1.246300               -6.081400                 -9.287600
1.371000               -6.783100                 -8.752000
1.495600               -7.250900                 -8.479300
1.620200               -7.952600                 -8.356000
1.744900               -8.537300                 -8.179000
1.869500               -9.239100                 -8.653000
1.994100               -10.058000                 -9.419100
2.118800               -10.993000                 -9.177300
2.243400               -11.578000                 -8.693600
2.368000               -12.163000                 -8.227700
2.492700               -13.215000                 -7.796000
2.617300               -14.034000                 -7.479500
2.741900               -14.970000                 -7.250600
2.866600               -15.788000                 -7.020100
2.991200               -16.607000                 -6.768500
3.115800               -17.192000                 -6.564000
3.240500               -17.893000                 -6.400100
3.365100               -18.244000                 -6.260500
3.489700               -18.829000                 -6.111200
3.614400               -19.297000                 -5.935900
3.739000               -19.648000                 -5.768700
3.863600               -20.115000                 -5.640400
3.988200               -20.700000                 -5.518700
4.112900               -21.285000                 -5.382400
4.237500               -21.870000                 -5.244400
4.362100               -22.454000                 -5.161600
4.486800               -23.156000                 -5.156700
4.611400               -23.741000                 -5.197300
4.736000               -24.326000                 -5.218400
4.860700               -24.910000                 -5.161600
4.985300               -25.495000                 -5.035000
5.109900               -26.080000                 -4.905100
5.234600               -26.782000                 -4.871100
5.359200               -27.366000                 -5.028500
5.483800               -27.951000                 -5.242800
5.608500               -28.536000                 -5.361300
5.733100               -29.121000                 -5.398600
5.857700               -29.822000                 -5.397000
5.982400               -30.407000                 -5.413200
6.107000               -30.992000                 -5.408300
6.231600               -31.576000                 -5.246000
6.356300               -32.278000                 -4.957100
6.480900               -32.980000                 -4.919800
6.605500               -33.565000                 -5.194100
6.730200               -34.032000                 -5.405100
6.854800               -34.734000                 -5.570600
6.979400               -35.319000                 -5.780000
7.104100               -35.904000                 -6.026700
7.228700               -36.488000                 -6.278300
7.353300               -37.073000                 -6.442300
7.478000               -37.658000                 -6.374100
7.602600               -38.477000                 -6.052700
7.727200               -39.178000                 -5.812500
7.851900               -39.646000                 -5.890400
7.976500               -40.348000                 -6.054300
8.101100               -41.166000                 -5.932600
8.225800               -41.751000                 -5.702100
8.350400               -42.453000                 -5.570600
8.475000               -43.038000                 -5.638800
8.599700               -43.739000                 -5.580400
8.724300               -44.207000                 -5.362900
8.848900               -44.909000                 -5.169700
8.973600               -45.493000                 -5.028500
9.098200               -46.078000                 -4.911600
9.222800               -46.663000                 -4.848300
9.347500               -47.248000                 -4.840200
9.472100               -47.950000                 -4.864600
9.596700               -48.534000                 -4.893800
9.721400               -49.119000                 -4.996100
9.846000               -49.704000                 -5.254100
9.970600               -50.406000                 -5.807600
10.095300               -50.990000                 -6.749100
10.219900               -51.575000                 -7.443800
10.344500               -52.160000                 -7.494100
10.469200               -52.861000                 -7.260300
10.593800               -53.446000                 -6.848100
10.718400               -54.031000                 -6.435800
10.843100               -54.616000                 -6.142000
10.967700               -55.200000                 -5.893700
11.092300               -55.902000                 -5.666400
11.217000               -56.487000                 -5.476500
11.341600               -57.072000                 -5.338500
11.466200               -57.656000                 -5.257400
11.590800               -58.241000                 -5.208700
11.715500               -58.943000                 -5.218400
11.840100               -59.528000                 -5.276800
11.964700               -60.112000                 -5.278500
12.089400               -60.697000                 -5.226500
12.214000               -61.282000                 -5.156700
12.338600               -61.867000                 -5.070700
12.463300               -62.568000                 -4.974900
12.587900               -63.153000                 -4.914900
12.712500               -63.738000                 -4.825600
12.837200               -64.323000                 -4.736300
12.961800               -65.024000                 -4.690900
13.086400               -65.609000                 -4.697400
13.211100               -66.194000                 -4.702300
13.335700               -66.895000                 -4.723400
13.460300               -67.363000                 -4.746100
13.585000               -68.182000                 -4.752600
13.709600               -68.883000                 -4.760700
13.834200               -69.234000                 -4.739600
13.958900               -70.053000                 -4.668200
14.083500               -70.872000                 -4.570800
14.208100               -71.222000                 -4.504200
14.332800               -72.158000                 -4.501000
14.457400               -72.509000                 -4.596800
14.582000               -73.328000                 -4.789900
14.706700               -73.678000                 -4.981400
14.831300               -74.614000                 -5.083700
14.955900               -75.082000                 -5.062600
15.080600               -75.784000                 -4.940900
15.205200               -76.368000                 -4.824000
15.329800               -77.070000                 -4.738000
15.454500               -77.655000                 -4.656800
15.579100               -78.240000                 -4.577300
15.703700               -78.824000                 -4.494500
15.828400               -79.526000                 -4.426300
15.953000               -80.111000                 -4.387400
16.077600               -80.695000                 -4.359800
16.202300               -81.280000                 -4.317600
16.326900               -81.865000                 -4.275400
16.451500               -82.567000                 -4.239700
16.576200               -83.151000                 -4.233200
16.700800               -83.736000                 -4.246200
16.825400               -84.321000                 -4.268900
16.950100               -84.906000                 -4.328900
17.074700               -85.490000                 -4.387400
17.199300               -86.192000                 -4.380900
17.324000               -86.777000                 -4.255900
17.448600               -87.362000                 -4.098400
17.573200               -88.063000                 -3.980000
17.697900               -88.648000                 -3.919900
17.822500               -89.233000                 -3.905300
17.947100               -89.818000                 -3.923200
18.071800               -90.402000                 -3.963700
18.196400               -90.987000                 -4.087100
18.321000               -91.572000                 -4.418200
18.445700               -92.391000                 -4.811000
18.570300               -92.858000                 -5.028500
18.694900               -93.443000                 -4.984700
18.819500               -94.028000                 -4.815900
18.944200               -94.730000                 -4.725000
19.068800               -95.431000                 -4.729800
19.193400               -96.016000                 -4.731500
19.318100               -97.069000                 -4.692500
19.442700               -97.419000                 -4.627600
19.567300               -98.121000                 -4.561000
19.692000               -98.823000                 -4.515600
