0.124600               -0.233900                 -1974.300000
0.249300               -1.286500                 -1915.800000
0.373900               -2.572900                 -1842.700000
0.498500               -3.625400                 -1725.700000
0.623200               -4.911900                 -1608.700000
0.747800               -6.081400                 -1462.500000
0.872400               -7.601800                 -1287.000000
0.997100               -8.771300                 -1170.000000
1.121700               -10.058000                 -1023.700000
1.246300               -11.812000                 -862.860000
1.371000               -13.332000                 -731.230000
1.495600               -15.087000                 -599.610000
1.620200               -16.724000                 -541.110000
1.744900               -18.010000                 -511.860000
1.869500               -18.946000                 -511.860000
1.994100               -19.881000                 -511.860000
2.118800               -21.051000                 -511.860000
2.243400               -22.104000                 -497.240000
2.368000               -23.390000                 -497.240000
2.492700               -24.559000                 -511.860000
2.617300               -25.846000                 -511.860000
2.741900               -27.015000                 -467.990000
2.866600               -28.302000                 -467.990000
2.991200               -29.471000                 -482.620000
3.115800               -30.758000                 -482.620000
3.240500               -32.044000                 -453.370000
3.365100               -33.214000                 -438.740000
3.489700               -34.500000                 -438.740000
3.614400               -35.670000                 -438.740000
3.739000               -36.956000                 -409.490000
3.863600               -38.126000                 -438.740000
3.988200               -39.412000                 -424.120000
4.112900               -40.699000                 -424.120000
4.237500               -41.868000                 -438.740000
4.362100               -43.038000                 -394.870000
4.486800               -44.324000                 -394.870000
4.611400               -45.493000                 -438.740000
4.736000               -46.780000                 -409.490000
4.860700               -48.066000                 -394.870000
4.985300               -49.470000                 -394.870000
5.109900               -50.756000                 -409.490000
5.234600               -52.043000                 -394.870000
5.359200               -53.212000                 -380.240000
5.483800               -54.499000                 -380.240000
5.608500               -55.551000                 -424.120000
5.733100               -56.838000                 -409.490000
5.857700               -58.124000                 -438.740000
5.982400               -59.294000                 -380.240000
6.107000               -60.697000                 -380.240000
6.231600               -61.867000                 -365.620000
6.356300               -63.036000                 -380.240000
6.480900               -64.323000                 -409.490000
6.605500               -65.492000                 -365.620000
6.730200               -66.778000                 -380.240000
6.854800               -67.948000                 -365.620000
6.979400               -69.234000                 -380.240000
7.104100               -70.404000                 -380.240000
7.228700               -71.690000                 -394.870000
7.353300               -72.977000                 -409.490000
7.478000               -74.263000                 -380.240000
7.602600               -75.433000                 -365.620000
7.727200               -76.602000                 -380.240000
7.851900               -78.006000                 -380.240000
7.976500               -79.175000                 -394.870000
